Run Name;Method;Dataset;Downsampling Method;Downsampling Param;Points Original;Points after downsampling;Downsampling Percentage;Loading and preprocessing Time (s);Alpha;BPA Radii;Max Octree Depth;Density Threshold;Vertices before cleaning;Triangles before cleaning;Reconstruction Time (s);Edge Length Percentile;Aspect Ratio Percentile;Vertices after cleaning;Triangles after cleaning;Cleaning time (s);Hausdorff distance;Chamfer distance;RMSE Distances;Mean Triangle Normal Deviation (degrees);Connectivity Largest Component Ratio;Component Count;Discrete Curvature Min;Discrete Curvate Max;Discrete Curvature Mean;Discrete Curvature Std
1713969030.2215688_run_0;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;85.28951096534729;0.101;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;12501546;31887134;1242.7980518341064;1.0;1.0;12501546;31887134;50.532660484313965;2.6134238047019767;0.00810088092057553;0.009378072696116761;0;0.9780243655638666;5900;0;0;0;0;
1713971502.654688_run_1;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.105;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;12386010;31569278;1445.2063431739807;1.0;1.0;12386010;31569278;52.330010414123535;2.6134238047019767;0.008331325055472402;0.009907207169308221;0;0.9783374836763767;5509;0;0;0;0;
1713974151.3142862_run_2;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.11;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;12233315;31164438;1741.0573165416718;1.0;1.0;12233315;31164438;51.353811502456665;2.6134238047019767;0.008647745229326879;0.010630698395776399;0;0.9786085665976072;5044;0;0;0;0;
1713977131.3970554_run_3;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.115;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;12104215;30843646;1841.1751890182495;1.0;1.0;12104215;30843646;52.02938890457153;2.6134238047019767;0.008924069239549247;0.011222814568444242;0;0.9790767278291289;4664;0;0;0;0;
1713980246.4608665_run_4;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.12;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;11976787;30513074;1917.5381300449371;1.0;1.0;11976787;30513074;51.40889501571655;2.6134238047019767;0.009214811600565309;0.011855533478360483;0;0.9791196390111334;4337;0;0;0;0;
1713983459.1008303_run_5;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.125;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;11851972;30183312;1976.2162864208221;1.0;1.0;11851972;30183312;51.003533601760864;2.6134238047019767;0.009533947509835;0.012577133226554451;0;0.9793399743540404;4097;0;0;0;0;
1713986751.6067965_run_6;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.13;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;11729075;29849710;2017.8680012226105;1.0;1.0;11729075;29849710;50.81834316253662;2.6134238047019767;0.00984186328168007;0.013230672419320922;0;0.9796851627704256;3881;0;0;0;0;
1713990116.4087434_run_7;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.135;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;11607884;29516552;2125.2165608406067;1.0;1.0;11607884;29516552;52.77002453804016;2.6134238047019767;0.010175593671269023;0.013981941368943634;0;0.9798094980741653;3690;0;0;0;0;
1713993606.085691_run_8;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.14;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;11487487;29178376;2189.3006026744843;1.0;1.0;11487487;29178376;53.00021529197693;2.6134238047019767;0.010506643366488055;0.014698171022423401;0;0.9826324809852337;3482;0;0;0;0;
1713997184.2878802_run_9;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.145;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;11368365;28837498;2201.4868578910828;1.0;1.0;11368365;28837498;51.293283224105835;2.6134238047019767;0.010847892936407595;0.01537321031269209;0;0.9856712950617283;3355;0;0;0;0;
1714000793.8368804_run_10;SurfaceReconstructionMethod.ALPHA_SHAPES;office;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.15;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;11245957;28484270;2230.682582616806;1.0;1.0;11245957;28484270;51.64862680435181;2.6134238047019767;0.011218550472971486;0.01613511128693712;0;0.9909323286150566;3207;0;0;0;0;
