Run Name;Method;Dataset;Downsampling Method;Downsampling Param;Points Original;Points after downsampling;Downsampling Percentage;Loading and preprocessing Time (s);Alpha;BPA Radii;Max Octree Depth;Density Threshold;Vertices before cleaning;Triangles before cleaning;Reconstruction Time (s);Edge Length Percentile;Aspect Ratio Percentile;Vertices after cleaning;Triangles after cleaning;Cleaning time (s);Hausdorff distance;Chamfer distance;RMSE Distances;Mean Triangle Normal Deviation (degrees);Connectivity Largest Component Ratio;Component Count;Discrete Curvature Min;Discrete Curvate Max;Discrete Curvature Mean;Discrete Curvature Std
1713854551.103462_run_0;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;83.10293006896973;0.07;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13396391;33496792;1204.5026507377625;1.0;1.0;13396391;33496792;53.01960110664368;2.6134238047019767;0.006706182728758725;0.006336914598559761;0;0.9623676201589693;12252;0;0;0;0;
1713857009.1382308_run_1;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.071;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13365949;33458794;1420.2280588150024;1.0;1.0;13365949;33458794;55.722041845321655;2.6134238047019767;0.006745142053602407;0.006419163113344254;0;0.9627548440628195;11889;0;0;0;0;
1713859649.588456_run_2;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.072;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13336417;33422314;1620.4373598098755;1.0;1.0;13336417;33422314;54.91787362098694;2.6134238047019767;0.006783257555882159;0.006496726266521535;0;0.9629645631358739;11542;0;0;0;0;
1713862586.7765207_run_3;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.073;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13306925;33383946;1671.3130099773407;1.0;1.0;13306925;33383946;54.87034773826599;2.6134238047019767;0.006821207728115281;0.00657409635220523;0;0.9636231738452968;11175;0;0;0;0;
1713865563.1844037_run_4;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.074;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13276389;33340900;1728.1124715805054;1.0;1.0;13276389;33340900;56.59027934074402;2.6134238047019767;0.006863359728510166;0.006669568085305992;0;0.9641650945235432;10845;0;0;0;0;
1713868623.899008_run_5;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.075;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13243731;33291382;1823.4190390110016;1.0;1.0;13243731;33291382;56.16391205787659;2.6134238047019767;0.006907237610502244;0.006764191836073698;0;0.9642965858251243;10487;0;0;0;0;
1713871812.7235885_run_6;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.076;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13211369;33239258;1882.850988149643;1.0;1.0;13211369;33239258;59.02835822105408;2.6134238047019767;0.006953443872117819;0.0068721781234642445;0;0.9643661720727942;10190;0;0;0;0;
1713875129.200223_run_7;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.077;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13179751;33186488;1997.551884174347;1.0;1.0;13179751;33186488;59.12096047401428;2.6134238047019767;0.006997395564470252;0.006965514340130031;0;0.9654332811594888;9922;0;0;0;0;
1713878525.0154734_run_8;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.078;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13148635;33136720;1950.8198659420013;1.0;1.0;13148635;33136720;58.92628049850464;2.6134238047019767;0.007039218095684037;0.007053482070590459;0;0.9656220651893126;9657;0;0;0;0;
1713881895.099444_run_9;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.079;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13118102;33088052;2050.9108340740204;1.0;1.0;13118102;33088052;61.15369367599487;2.6134238047019767;0.007080154787594921;0.007140482963665841;0;0.9658959675232619;9413;0;0;0;0;
1713885403.0962365_run_10;SurfaceReconstructionMethod.ALPHA_SHAPES;ruimte_ETVR;DownSampleMethod.VOXEL;0.01;325010716;17274032;5.314911524332631;0.0;0.08;{0.048, 0.1, 0.009, 0.024, 0.001};12;0.11;13088146;33039388;2085.178700685501;1.0;1.0;13088146;33039388;61.86677813529968;2.6134238047019767;0.007121682301016567;0.007230670654816224;0;0.9659668030170535;9203;0;0;0;0;
